scg_name	percent_identity	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species	NEG_UWTrinh_BS_0001_F05	NEG_UWTrinh_BS_0001_H05	S200_V00	S200_V11	S200_V22	S200_V33	S200_V44	S201_V00	S201_V11	S201_V22	S201_V33	S201_V44	S207_V0A	S207_V0B	S207_V2A	S207_V2B	S208_V0A	S208_V0B	S208_V2A	S208_V2B	S210_V0A	S210_V0B	S210_V1A	S210_V1B	S211_V00	S211_V11	S211_V22	S212_V00	S212_V11	S212_V22	S213_V00	S213_V11	S213_V22	S214_V0A	S214_V0B	S214_V2A	S214_V2B
S212_Ribosomal_S2_373248	100.0	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_A	Sutterella	Sutterella wadsworthensis_A	0.0	0.0	0.0	1.0895915678524375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6021080368906455	0.0	0.9176300578034682	3.3519108280254777	1.785243741765481	2.702239789196311	0.9562043795620438	1.1936758893280632	0.0	0.0	0.0	0.0	0.0	5.452861952861953	0.0	16.297507788161994	27.60131795716639	1.4623217922606924	3.330188679245283	3.3199233716475094	0.0	0.0	0.5810276679841897	0.0
S212_Ribosomal_S2_13836	97.2	Bacteria	Bacillota_C	Negativicutes	Veillonellales	Veillonellaceae	Veillonella	Veillonella sp018367495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.133084577114428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S212_Ribosomal_S2_151569	100.0	Bacteria	Bacillota_A	Clostridia	Tissierellales	Peptoniphilaceae	Fenollaria	Fenollaria massiliensis	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.926724137931036	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S212_Ribosomal_S2_320530	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	None	None	0.0	0.0	0.0	0.0	6.796747967479675	0.0	0.0	6.146341463414634	20.908163265306122	12.70873786407767	0.5853658536585366	16.211382113821138	8.67032967032967	16.16304347826087	5.357723577235772	7.390243902439025	5.747967479674797	0.7886178861788617	15.081632653061224	2.2764227642276422	13.655172413793103	8.549180327868852	40.43089430894309	17.739837398373982	0.0	7.923728813559322	0.975609756097561	1.4878048780487805	10.561797752808989	5.619565217391305	0.0	8.276422764227643	1.8455284552845528	7.357723577235772	16.794520547945204	3.989795918367347	1.875
S212_Ribosomal_S2_398868	100.0	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Fimisoma	Fimisoma sp017440275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.15404040404040403	0.5416666666666666	0.0	0.0	0.0	0.351010101010101	0.0	0.0	0.0	0.0	0.14393939393939395	0.0	0.0	0.0	0.0	7.7859712230215825	0.0	0.0	0.0	0.0	0.0	0.0	0.1830808080808081	0.0
S212_Ribosomal_S2_256534	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Limivivens	Limivivens sp900543575	0.0	0.0	1.52020202020202	14.763116057233704	13.298831385642737	5.06083650190114	0.0	8.380813953488373	2.736086175942549	9.387096774193548	2.937226277372263	9.4	38.66077738515901	43.70315398886827	21.450511945392492	22.36470588235294	3.5488850771869638	4.4746008708272855	15.538978494623656	12.963157894736842	28.45098039215686	17.472934472934472	10.414910858995137	15.498466257668712	14.902927580893683	6.254668930390492	16.223088923556944	5.781204111600587	11.762938230383973	25.03305785123967	6.302197802197802	19.290697674418606	1.6236559139784945	11.070763500931099	14.102605863192183	6.2414307004470935	1.9740820734341253
S212_Ribosomal_S2_1047	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Eisenbergiella	None	0.0	0.0	6.127118644067797	3.774336283185841	11.014851485148515	0.0	33.18079096045198	0.5254237288135594	4.098522167487685	0.0	0.0	0.00847457627118644	58.42007434944238	41.57344632768361	3.9469026548672566	1.4639639639639639	27.36723163841808	8.558528428093645	33.88821752265861	9.134185303514377	17.43502824858757	11.357798165137615	9.55367231638418	8.788135593220339	27.15432098765432	0.864406779661017	8.319209039548022	10.203389830508474	6.318840579710145	4.019762845849803	33.91634980988593	48.00334448160535	1.4597156398104265	148.51136363636363	100.98884758364312	107.46122448979592	77.52542372881356
S212_Ribosomal_S2_16923	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Blautia_A	Blautia_A wexlerae_B	0.0	0.0	96.02739726027397	71.02212389380531	38.49079754601227	541.5007112375533	230.07903780068727	387.66068222621186	94.13586097946288	340.3386396526773	204.87362637362637	535.08153078203	756.2397743300423	753.0739247311828	635.7653213751869	513.5014749262536	137.35763888888889	37.01766784452297	317.97990726429674	187.62597809076684	342.62709030100336	185.68202080237742	266.1792618629174	222.24378109452735	132.70365168539325	70.13229018492176	75.14352574102963	61.77335375191424	204.891846921797	250.91011235955057	133.29470672389127	25.797043010752688	26.403846153846153	176.06785714285715	118.77272727272727	149.43729372937293	37.333858267716536
S212_Ribosomal_S2_6172	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A ihumii	0.0	0.0	0.0	12.54054054054054	8.93800539083558	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5403050108932462	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.766884531590414	0.0	6.056338028169014	0.0	0.0	3.997685185185185	8.015801354401805	10.666666666666666	0.0	0.023965141612200435	0.0	0.0	0.0	0.0	1.3224400871459694	1.2919389978213507	0.7189542483660131
S212_Ribosomal_S2_106529	100.0	Bacteria	None	None	None	None	None	None	0.0	0.0	1.171875	6.773828756058158	44.72659176029963	83.7248062015504	55.125	67.578231292517	14.14228187919463	100.22644376899696	6.8740031897926634	56.50597609561753	327.80058651026394	356.63081861958267	748.4568106312292	528.7540983606557	73.05696202531645	24.13644214162349	112.354943273906	75.63072378138848	262.3851174934726	131.42538354253836	655.899841017488	550.3520408163265	33.48316498316498	56.62618083670715	34.92618384401114	3.8359941944847606	83.1636060100167	18.535966149506347	0.0	0.0	0.0	2.89	0.0	1.309593023255814	0.0
