scg_name	percent_identity	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species	NEG_UWTrinh_BS_0001_F05	NEG_UWTrinh_BS_0001_H05	S200_V00	S200_V11	S200_V22	S200_V33	S200_V44	S201_V00	S201_V11	S201_V22	S201_V33	S201_V44	S207_V0A	S207_V0B	S207_V2A	S207_V2B	S208_V0A	S208_V0B	S208_V2A	S208_V2B	S210_V0A	S210_V0B	S210_V1A	S210_V1B	S211_V00	S211_V11	S211_V22	S212_V00	S212_V11	S212_V22	S213_V00	S213_V11	S213_V22	S214_V0A	S214_V0B	S214_V2A	S214_V2B
S213_Ribosomal_S2_299013	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	F23-B02	F23-B02 sp001916715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9919354838709677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.31774193548387	11.094313453536754	3.8550512445095166	2.204301075268817	0.9408602150537635	0.7601410934744268	0.5209923664122137
S213_Ribosomal_S2_476683	98.9	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum faecicola	0.0	0.0	0.0	8.134715025906736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5660919540229885	0.0	3.4798850574712645	1.514367816091954	0.0	0.0	0.0	0.0	6.617816091954023	2.8798701298701297	4.361702127659575	3.4444444444444446	5.942028985507246	0.0	8.459770114942529	1.3017241379310345	1.4971264367816093	0.0	8.472303206997085	0.0	0.752895752895753	3.3732876712328768	3.2698961937716264	0.7668393782383419	0.0
S213_Ribosomal_S2_476684	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Anaerotignaceae	Anaerotignum	Anaerotignum faecicola	0.0	0.0	0.0	10.714285714285714	8.428030303030303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7272727272727273	0.696969696969697	4.424242424242424	1.0795454545454546	2.772727272727273	0.0	0.0	1.144278606965174	8.274900398406375	0.0	8.113636363636363	10.150579150579151	4.528225806451613	0.0	11.430232558139535	1.143939393939394	1.625	1.2424242424242424	4.458333333333333	5.521052631578947	0.0	0.9734848484848485	10.404761904761905	6.882575757575758	0.8341463414634146
S213_Ribosomal_S2_150541	97.5	Bacteria	Bacillota_A	Clostridia	Christensenellales	CAG-74	Ventricola	Ventricola sp017936375	0.0	0.0	0.0	0.0	4.870967741935484	0.0	0.5412186379928315	0.0	0.0	0.0	0.0	0.0	3.1146953405017923	10.049261083743842	3.1702127659574466	0.0	1.3297491039426523	0.0	6.2637795275590555	1.07168458781362	0.0	0.0	0.0	0.0	0.0	0.0	1.5813953488372092	0.0	0.0	0.0	0.0	0.0	3.5304659498207887	3.193548387096774	2.4731182795698925	1.815217391304348	0.0
S213_Ribosomal_S2_171027	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Acetatifactor	None	0.0	0.0	5.483180428134556	16.618045112781957	9.609022556390977	0.0	46.72256097560975	0.0	13.01141924959217	0.5515548281505729	0.0	2.8087201125175807	22.22797202797203	18.535714285714285	2.3968253968253967	11.297906602254429	86.26363636363637	31.799276672694393	17.39	21.853932584269664	47.30758807588076	20.982857142857142	15.070287539936102	17.427007299270073	4.636190476190476	0.7797619047619048	11.792880258899677	0.0	0.0	0.6965648854961832	54.98537477148081	9.798179059180576	24.82089552238806	10.359190556492411	16.793313069908816	42.26465661641541	20.1234375
S213_Ribosomal_S2_329241	100.0	Bacteria	Bacillota_A	Clostridia	Peptostreptococcales	Anaerovoracaceae	Lentihominibacter	None	0.0	0.0	2.4722222222222223	0.0	0.0	0.0	0.8935185185185185	0.0	0.0	0.0	0.0	0.0	0.32407407407407407	7.75	0.2962962962962963	1.0092592592592593	0.24074074074074073	0.0	8.602739726027398	4.402777777777778	5.976851851851852	2.9305555555555554	20.71657754010695	5.4125	4.143518518518518	0.0	0.0	0.0	0.0	0.08796296296296297	24.04945054945055	7.27363184079602	0.0	4.789115646258503	5.925925925925926	2.683720930232558	0.0
S213_Ribosomal_S2_312345	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea_A	Dorea_A longicatena	0.0	0.0	31.32488114104596	17.813533834586465	21.491472868217055	0.0	73.0704845814978	300.5742725880551	55.359078590785906	66.42907180385289	65.25207296849088	141.3130081300813	273.61469265367316	233.0402877697842	275.710027100271	234.86666666666667	113.43497757847534	29.7968992248062	164.26530612244898	112.66356589147287	162.78378378378378	69.53260869565217	323.1939102564103	220.3795731707317	59.38998482549317	45.40071556350626	124.17948717948718	18.857784431137723	196.71779141104295	161.91276252019387	27.06564245810056	65.57096774193549	12.42382271468144	153.09326424870466	122.07033639143731	117.78694158075601	26.60036496350365
S213_Ribosomal_S2_219680	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Butyricimonas	Butyricimonas faecalis	0.0	0.0	0.0	3.038772213247173	5.706257982120051	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5236270753512133	0.14687100893997446	0.0	0.0	1.5965189873417722	0.9691558441558441	0.0	0.0	13.924393723252496	4.028169014084507	3.3207792207792206	1.749185667752443	3.5753604193971165	2.081841432225064	4.73224043715847	0.0	0.0	0.0	5.92621359223301	1.6043795620437957	0.9915373765867419	0.0	0.0	1.527190332326284	0.0
S213_Ribosomal_S2_27169	99.7	Bacteria	Bacillota	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Holdemanella	None	0.0	0.0	27.117577197149643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	261.97095435684645	241.7542932628798	163.73855421686747	121.89042821158691	69.7719298245614	17.015981735159816	353.12447552447554	189.31704260651628	121.26315789473684	70.50112866817156	142.64487369985142	120.77075588599752	22.481804949053856	44.171081677704194	25.33715925394548	60.22185430463576	341.9792243767313	123.98263888888889	21.188755020080322	31.293768545994066	12.053793103448276	0.0	0.0	0.0	0.0
S213_Ribosomal_S2_370211	99.3	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp002251385	0.0	0.0	2.3092783505154637	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.260204081632654	4.179775280898877	0.30039525691699603	10.882591093117409	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.693498452012383	5.2485549132947975	1.905	0.0	0.0	0.0	0.0
