scg_name	percent_identity	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species	NEG_UWTrinh_BS_0001_F05	NEG_UWTrinh_BS_0001_H05	S200_V00	S200_V11	S200_V22	S200_V33	S200_V44	S201_V00	S201_V11	S201_V22	S201_V33	S201_V44	S207_V0A	S207_V0B	S207_V2A	S207_V2B	S208_V0A	S208_V0B	S208_V2A	S208_V2B	S210_V0A	S210_V0B	S210_V1A	S210_V1B	S211_V00	S211_V11	S211_V22	S212_V00	S212_V11	S212_V22	S213_V00	S213_V11	S213_V22	S214_V0A	S214_V0B	S214_V2A	S214_V2B
S207_Ribosomal_S2_615424	100.0	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	None	0.0	0.0	0.8070866141732284	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.484502446982056	27.26991150442478	1.599737532808399	5.774193548387097	0.0	0.7688266199649737	1.6726677577741407	0.6075533661740559	8.60070671378092	1.4953789279112755	1.1036106750392465	1.856955380577428	10.488950276243093	3.2144112478031635	17.20820668693009	2.084437086092715	1.3871391076115485	0.0	41.001312335958005	2.484251968503937	6.658743633276741	0.0	0.0	1.9056865464632455	0.0
S207_Ribosomal_S2_563719	99.2	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia inulinivorans	0.0	0.0	2.0180623973727423	0.6152450090744102	9.207509881422926	0.0	35.554937413073716	24.034770514603615	3.9795081967213113	26.246376811594203	5.277777777777778	37.45504587155963	52.715289982425304	52.21354933726068	143.9353312302839	124.24955116696589	44.10323886639676	11.734920634920634	78.98573466476462	34.657986111111114	5.892074198988196	4.874161073825503	41.93333333333333	23.266666666666666	6.578414839797639	4.900840336134454	7.472878998609179	1.8556005398110662	2.598684210526316	4.563768115942029	0.0	2.486404833836858	3.383941605839416	15.498349834983498	18.07899461400359	23.81296023564065	3.8003442340791738
S207_Ribosomal_S2_572429	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Oliverpabstia	None	0.0	0.0	13.126334519572953	16.318611987381704	12.520689655172413	123.2174629324547	64.67328244274809	93.59342301943198	49.13935681470138	107.05783866057838	30.731523378582203	144.5222816399287	214.0808580858086	161.8469387755102	153.26470588235293	92.25356576862124	33.59744990892532	13.238482384823849	179.45752895752895	96.17301038062284	72.18786692759295	39.71214188267394	82.04203152364273	65.61467889908256	6.9211045364891515	11.769647696476964	9.67595818815331	5.47972972972973	74.72197309417041	34.90129449838188	6.080645161290323	22.792294807370183	4.984848484848484	93.95084269662921	85.75207986688852	26.594827586206897	11.6742301458671
S207_Ribosomal_S2_203792	100.0	Bacteria	Bacillota_C	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	None	0.0	0.0	50.39310344827586	41.78969957081545	62.33804809052334	0.0	0.0	0.0	0.34417344173441733	0.0	0.0	0.0	98.90286624203821	99.23040752351098	20.35	26.07232267037552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.489159891598916	0.0	0.0	61.33539412673879	0.7198177676537585	21.323664122137405	0.0	0.0	0.0	0.0
S207_Ribosomal_S2_46613	99.6	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	Onthomonas	None	0.0	0.0	3.049363057324841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.299781181619256	6.7656903765690375	2.2161785216178522	0.0	0.0	0.0	7.965289256198347	4.8917609046849755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.326359832635983	1.3138075313807531	7.848265895953757	1.9610389610389611	0.0	2.125	0.31009615384615385	0.0	0.0
S207_Ribosomal_S2_491030	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum sp003481705	0.0	0.0	13.75068870523416	1.7201646090534979	2.5913312693498454	0.0	2.4611111111111112	1.391578947368421	0.0	1.0310192023633677	0.0	3.462857142857143	30.890156918687588	21.781431334622823	1.3682487725040917	3.5409556313993176	0.0	2.8998628257887518	0.7034482758620689	2.1908177905308466	17.458904109589042	8.674157303370787	0.3956043956043956	0.0	0.0	3.1323529411764706	6.703937007874016	0.43907563025210083	2.5954631379962194	0.0	32.99721059972106	25.93064516129032	25.932411674347158	23.312857142857144	18.587579617834393	8.090425531914894	9.340425531914894
S207_Ribosomal_S2_396823	98.7	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp900543625	0.0	0.0	7.5564681724846	5.8638211382113825	9.94308943089431	0.0	0.0	0.0	16.93121693121693	34.30748663101604	4.139931740614334	21.1869918699187	10.07855626326964	8.144308943089431	1.5731707317073171	3.065040650406504	43.71509971509972	6.567164179104478	41.81912144702842	24.39821029082774	92.45744680851064	77.27835051546391	35.674418604651166	25.922566371681416	54.55300859598854	6.609090909090909	30.22349570200573	173.2195767195767	21.116207951070336	23.81145584725537	188.9264705882353	34.25	25.059490084985836	24.639240506329113	37.25355450236967	49.40938166311301	21.360655737704917
S207_Ribosomal_S2_480282	99.6	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Oscillospiraceae	ER4	ER4 sp000765235	0.0	0.0	16.03276131045242	88.26008968609865	28.51969696969697	0.0	0.0	2.752136752136752	83.96987951807229	85.16936671575847	2.681096681096681	49.228515625	16.45049504950495	26.881789137380192	4.434659090909091	10.243111831442464	22.078048780487805	7.244525547445256	22.57730263157895	14.633012820512821	70.35573770491803	59.032	59.254062038404726	39.732919254658384	105.50388802488335	16.343339587242028	86.48747913188647	120.28876244665719	13.28995756718529	21.131810193321616	209.2859649122807	32.59604519774011	45.56729131175469	105.29344729344729	90.70762711864407	95.93130990415335	36.95166163141994
S207_Ribosomal_S2_448028	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	None	0.0	0.0	43.0	55.34782608695652	21.065217391304348	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.94845360824742	64.49333333333334	24.544303797468356	31.511627906976745	368.2764227642276	149.9915254237288	90.99270072992701	53.621212121212125	62.043103448275865	35.403225806451616	184.728	304.53225806451616	14.94927536231884	4.398550724637682	36.189473684210526	5.00990099009901	12.6	99.77049180327869	0.0	4.086956521739131	1.4855072463768115	21.462962962962962	14.219178082191782	246.22131147540983	110.16030534351145
S207_Ribosomal_S2_392734	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	None	0.0	0.0	33.28125	51.96009975062344	108.32764505119454	42.51094890510949	0.0	103.79622641509434	44.965779467680605	50.89010989010989	45.85	74.21532846715328	164.4880239520958	158.26909090909092	146.81058495821728	159.05351170568562	31.055276381909547	9.129151291512915	59.34228187919463	50.405099150141645	53.31985294117647	43.89261744966443	45.00322580645161	39.86666666666667	37.140127388535035	21.97089947089947	53.05698005698006	37.741279069767444	69.11217948717949	85.9113924050633	38.08092485549133	25.57097791798107	14.305993690851736	42.2253164556962	31.583333333333332	27.513761467889907	20.32233502538071
