scg_name	percent_identity	t_domain	t_phylum	t_class	t_order	t_family	t_genus	t_species	NEG_UWTrinh_BS_0001_F05	NEG_UWTrinh_BS_0001_H05	S200_V00	S200_V11	S200_V22	S200_V33	S200_V44	S201_V00	S201_V11	S201_V22	S201_V33	S201_V44	S207_V0A	S207_V0B	S207_V2A	S207_V2B	S208_V0A	S208_V0B	S208_V2A	S208_V2B	S210_V0A	S210_V0B	S210_V1A	S210_V1B	S211_V00	S211_V11	S211_V22	S212_V00	S212_V11	S212_V22	S213_V00	S213_V11	S213_V22	S214_V0A	S214_V0B	S214_V2A	S214_V2B
S200_Ribosomal_S2_208385	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus_C	None	0.0	0.0	81.91703703703703	0.0	0.0	0.0	161.74800637958532	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.929310344827584	16.90578734858681	87.61145510835914	58.52472089314195	83.225	52.02517482517482	74.88826025459689	51.68468468468468	62.75606060606061	13.358381502890174	66.01881720430107	0.0	0.0	0.0	1.8742603550295858	0.4026666666666667	0.0	10.194398682042834	10.545132743362831	2.6813333333333333	3.857142857142857
S200_Ribosomal_S2_412165	100.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	KLE1615	None	0.0	0.0	21.514575411913814	0.0	0.0	0.0	40.38998211091234	76.58409785932722	45.5735056542811	53.972714870395635	30.275409836065574	123.14748784440843	28.793650793650794	17.683143219264892	35.73315363881402	8.860377358490567	5.888741721854305	5.385802469135802	5.560070671378092	1.83601756954612	32.74820143884892	8.15576923076923	32.454188481675395	32.36944444444445	13.05830164765526	0.0	8.62772585669782	0.0	29.69096671949287	19.739403453689167	21.326896551724136	11.180152671755724	3.085635359116022	0.4934086629001883	1.851963746223565	1.438529784537389	0.0
S200_Ribosomal_S2_97286	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella sp003447235	0.0	0.0	0.0	58.031486146095716	72.74198473282443	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.988902589395806	4.730593607305936	13.201174743024962	4.257425742574258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.772121212121212	9.627027027027028	3.7773224043715845	19.37621359223301	20.80421686746988	37.3222891566265	21.777633289986998
S200_Ribosomal_S2_91663	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp934513205	0.0	0.0	223.7534965034965	335.682156133829	480.71858407079645	115.95035460992908	434.9741248097412	332.89166666666665	354.587037037037	365.9085487077535	147.68624420401855	436.22324159021406	546.7898089171974	580.0816023738872	366.1986111111111	489.5676567656766	294.5470332850941	116.44077961019491	528.7878787878788	385.65155807365437	377.4661654135338	298.49768875192603	271.7830188679245	175.41972920696324	360.6896551724138	95.49801587301587	316.41711229946526	176.0018018018018	400.1334552102377	441.52408759124086	245.04244482173175	103.04049295774648	118.70204841713222	218.4112554112554	297.496062992126	180.92753623188406	107.48660714285714
S200_Ribosomal_S2_78864	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium sp900551435	0.0	0.0	6.881720430107527	73.35483870967742	25.967741935483872	1.7204301075268817	152.36559139784947	7.967741935483871	74.03529411764706	63.19178082191781	9.64516129032258	13.23076923076923	22.56179775280899	16.359550561797754	33.19767441860465	19.419354838709676	35.473118279569896	12.34920634920635	18.03846153846154	15.89247311827957	18.91891891891892	3.819672131147541	7.666666666666667	2.827956989247312	5.924731182795699	0.0	16.790697674418606	18.985294117647058	8.688172043010752	33.025	55.5679012345679	8.371794871794872	6.161290322580645	2.6236559139784945	0.0	4.978494623655914	2.5913978494623655
S200_Ribosomal_S2_273426	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	0.0	0.0	0.0	44.67941176470588	14.33128078817734	1.0863309352517985	158.04	36.668103448275865	200.08798882681563	90.01646706586827	25.88917197452229	74.04355108877722	24.916071428571428	10.21584699453552	1.0170731707317073	6.58235294117647	46.75423728813559	11.064676616915422	0.9151079136690647	0.0	40.66231884057971	33.96556671449068	16.582829504232166	16.916666666666668	16.570412517780937	1.9916067146282974	28.667132867132867	13.247831474597273	2.424812030075188	7.021917808219178	12.783132530120483	1.4543689320388349	1.0467980295566504	14.152215799614643	10.457957957957959	18.14388489208633	3.9112709832134294
S200_Ribosomal_S2_245780	100.0	Bacteria	Bacillota_A	Clostridia	Oscillospirales	None	None	None	0.0	0.0	12.333333333333334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.714285714285714	8.203703703703704	0.0	0.0	4.158536585365853	18.375	0.0	0.21296296296296297	0.0	8.88888888888889	12.233333333333333	0.0	0.0	0.0	2.925925925925926	0.26851851851851855	4.155339805825243	0.0	0.0	4.87962962962963	3.9074074074074074
S200_Ribosomal_S2_266778	100.0	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	None	0.0	0.0	0.0	9.811475409836065	1.2349726775956285	0.0	2.459016393442623	5.35408560311284	3.6038251366120218	13.118518518518519	1.5737704918032787	23.53448275862069	1.3442622950819672	5.748633879781421	0.0	8.659003831417625	8.400552486187845	0.7786885245901639	6.658469945355192	4.4316939890710385	11.814814814814815	8.42896174863388	58.03831417624521	45.59340659340659	25.10803324099723	2.984189723320158	19.568773234200744	0.0	0.0	2.9515669515669516	2.8172757475083055	2.1065573770491803	0.0	0.0	0.0	3.127659574468085	0.030054644808743168
S200_Ribosomal_S2_187419	100.0	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	51-20	51-20 sp001917175	0.0	0.0	0.0	0.0	0.0	0.0	9.323446327683616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.504881450488145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
S200_Ribosomal_S2_277536	98.0	Bacteria	Bacillota_A	Clostridia	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp900066385	0.0	0.0	2.972318339100346	4.0	1.8054226475279107	0.0	21.645933014354068	1.796218487394958	8.61244019138756	10.201754385964913	0.445	7.520446096654275	6.79757785467128	5.453874538745388	1.7994579945799458	6.980263157894737	10.883445945945946	4.3726235741444865	13.52304964539007	3.2751004016064256	12.695412844036698	7.5103668261563	6.489795918367347	7.124050632911392	9.968523002421307	1.2083333333333333	10.21531100478469	1.6858054226475279	2.7624703087885987	24.634974533106963	3.9379310344827587	2.3582474226804124	2.900990099009901	1.5734597156398105	4.4140625	6.146252285191956	0.23125996810207336
